state_abb,low_wage_threshold,low_wage_share,low_wage_count,state_mw,dates,obs_count
AK,18,0.13991397544115255,42000,$11.91,May 2024 through April 2025,2221
AL,18,0.32617578695544985,681000,$7.25,May 2024 through April 2025,2522
AR,18,0.3638335933115323,463000,$11.00,May 2024 through April 2025,2940
AZ,18,0.2389149883138563,749000,$14.70,May 2024 through April 2025,3175
CA,18,0.16617484044503653,2688000,$16.50,May 2024 through April 2025,16509
CO,18,0.13369994957727632,358000,$14.81,May 2024 through April 2025,2526
CT,18,0.16566089025744812,273000,$16.35,May 2024 through April 2025,2227
DC,18,NA,NA,$17.50,May 2024 through April 2025,NA
DE,18,0.24324116018072264,107000,$15.00,May 2024 through April 2025,2044
FL,18,0.30736292681707406,2783000,$13.00,May 2024 through April 2025,6499
GA,18,0.2931028676568961,1324000,$7.25,May 2024 through April 2025,3481
HI,18,0.23692709072396395,133000,$14.00,May 2024 through April 2025,2769
IA,18,0.2836937277418175,406000,$7.25,May 2024 through April 2025,2426
ID,18,0.2739671639499521,235000,$7.25,May 2024 through April 2025,3982
IL,18,0.21332675114911842,1212000,$15.00,May 2024 through April 2025,5488
IN,18,0.27252610949058315,830000,$7.25,May 2024 through April 2025,3383
KS,18,0.2877546660465733,383000,$7.25,May 2024 through April 2025,2819
KY,18,0.334143814410951,586000,$7.25,May 2024 through April 2025,1977
LA,18,0.3981649331614945,681000,$7.25,May 2024 through April 2025,2837
MA,18,0.13186592310279407,440000,$15.00,May 2024 through April 2025,4110
MD,18,0.1744398503508587,495000,$15.00,May 2024 through April 2025,2462
ME,18,0.1983847249124169,117000,$14.65,May 2024 through April 2025,1481
MI,18,0.25789237320882935,1115000,$12.48,May 2024 through April 2025,4400
MN,18,0.17610526661243547,472000,$11.13,May 2024 through April 2025,3160
MO,18,0.2810351141655032,774000,$13.75,May 2024 through April 2025,3136
MS,18,0.4298467948864147,486000,$7.25,May 2024 through April 2025,2769
MT,18,0.22909269751733927,107000,$10.55,May 2024 through April 2025,3384
NC,18,0.32195335196710795,1473000,$7.25,May 2024 through April 2025,3547
ND,18,0.19254604846823042,71000,$7.25,May 2024 through April 2025,3415
NE,18,0.23508704436739739,217000,$13.50,May 2024 through April 2025,3079
NH,18,0.17278111043095337,117000,$7.25,May 2024 through April 2025,2866
NJ,18,0.19461587529889596,800000,$15.49,May 2024 through April 2025,3443
NM,18,0.3387930235547762,287000,$12.00,May 2024 through April 2025,2797
NV,18,0.2836962845593279,392000,$12.00,May 2024 through April 2025,2654
NY,18,0.18970936331558247,1574000,$15.50,May 2024 through April 2025,5645
OH,18,0.24749222463487125,1264000,$10.70,May 2024 through April 2025,5268
OK,18,0.35742685149039366,604000,$7.25,May 2024 through April 2025,2975
OR,18,0.15653492814190098,284000,$14.70,May 2024 through April 2025,3535
PA,18,0.23160663803528891,1299000,$7.25,May 2024 through April 2025,5224
RI,18,0.19964857787734036,99000,$15.00,May 2024 through April 2025,1730
SC,18,0.2917022635405032,643000,$7.25,May 2024 through April 2025,2875
SD,18,0.22601155933584527,98000,$11.50,May 2024 through April 2025,2568
TN,18,0.2676486150524483,800000,$7.25,May 2024 through April 2025,3312
TX,18,0.31010655997016773,4129000,$7.25,May 2024 through April 2025,12063
UT,18,0.24997492470330093,392000,$7.25,May 2024 through April 2025,3979
VA,18,0.20846829173308853,808000,$12.41,May 2024 through April 2025,3598
VT,18,0.15668301652795752,46000,$14.01,May 2024 through April 2025,2520
WA,18,0.12480076688074669,422000,$16.66,May 2024 through April 2025,4038
WI,18,0.22497002307918315,627000,$7.25,May 2024 through April 2025,3757
WV,18,0.34989858244671745,240000,$8.75,May 2024 through April 2025,3141
WY,18,0.28790399889289126,69000,$7.25,May 2024 through April 2025,2710
AK,19,0.18376829687894944,55000,$11.91,May 2024 through April 2025,2221
AL,19,0.3675166288498,768000,$7.25,May 2024 through April 2025,2522
AR,19,0.40552713528134743,516000,$11.00,May 2024 through April 2025,2940
AZ,19,0.2827103328174282,886000,$14.70,May 2024 through April 2025,3175
CA,19,0.2153523338175886,3484000,$16.50,May 2024 through April 2025,16509
CO,19,0.1807703025951048,484000,$14.81,May 2024 through April 2025,2526
CT,19,0.21045512802351415,347000,$16.35,May 2024 through April 2025,2227
DC,19,0.10045799547140578,36000,$17.50,May 2024 through April 2025,3908
DE,19,0.28535669411209,126000,$15.00,May 2024 through April 2025,2044
FL,19,0.3505859625787655,3175000,$13.00,May 2024 through April 2025,6499
GA,19,0.34035706318823583,1538000,$7.25,May 2024 through April 2025,3481
HI,19,0.2817273433650645,158000,$14.00,May 2024 through April 2025,2769
IA,19,0.32913870303717435,471000,$7.25,May 2024 through April 2025,2426
ID,19,0.32392591337646653,278000,$7.25,May 2024 through April 2025,3982
IL,19,0.25490773266250427,1448000,$15.00,May 2024 through April 2025,5488
IN,19,0.3173689196473207,967000,$7.25,May 2024 through April 2025,3383
KS,19,0.32574146290795136,434000,$7.25,May 2024 through April 2025,2819
KY,19,0.37286956504985336,654000,$7.25,May 2024 through April 2025,1977
LA,19,0.42996646262418,736000,$7.25,May 2024 through April 2025,2837
MA,19,0.1616791418741579,539000,$15.00,May 2024 through April 2025,4110
MD,19,0.20524417844705706,583000,$15.00,May 2024 through April 2025,2462
ME,19,0.2580297729563465,152000,$14.65,May 2024 through April 2025,1481
MI,19,0.3011102695371147,1302000,$12.48,May 2024 through April 2025,4400
MN,19,0.21754642796671425,583000,$11.13,May 2024 through April 2025,3160
MO,19,0.3313298737075522,912000,$13.75,May 2024 through April 2025,3136
MS,19,0.4853751558920897,549000,$7.25,May 2024 through April 2025,2769
MT,19,0.2741944596422535,128000,$10.55,May 2024 through April 2025,3384
NC,19,0.36441513740288206,1667000,$7.25,May 2024 through April 2025,3547
ND,19,0.24182908764670175,89000,$7.25,May 2024 through April 2025,3415
NE,19,0.27887829094026356,258000,$13.50,May 2024 through April 2025,3079
NH,19,0.2086740107234339,141000,$7.25,May 2024 through April 2025,2866
NJ,19,0.2362981140813796,971000,$15.49,May 2024 through April 2025,3443
NM,19,0.3762090540538744,319000,$12.00,May 2024 through April 2025,2797
NV,19,0.34117893599136667,472000,$12.00,May 2024 through April 2025,2654
NY,19,0.22897984059689255,1900000,$15.50,May 2024 through April 2025,5645
OH,19,0.28807538036001407,1472000,$10.70,May 2024 through April 2025,5268
OK,19,0.39325747899022284,665000,$7.25,May 2024 through April 2025,2975
OR,19,0.1944218709122343,353000,$14.70,May 2024 through April 2025,3535
PA,19,0.2730554304427866,1531000,$7.25,May 2024 through April 2025,5224
RI,19,0.24230968326058633,120000,$15.00,May 2024 through April 2025,1730
SC,19,0.3334487580242165,735000,$7.25,May 2024 through April 2025,2875
SD,19,0.2833998423790829,123000,$11.50,May 2024 through April 2025,2568
TN,19,0.30966020895695734,925000,$7.25,May 2024 through April 2025,3312
TX,19,0.3536309598906055,4709000,$7.25,May 2024 through April 2025,12063
UT,19,0.3005243496969925,471000,$7.25,May 2024 through April 2025,3979
VA,19,0.2452226753485042,951000,$12.41,May 2024 through April 2025,3598
VT,19,0.1962855879851328,58000,$14.01,May 2024 through April 2025,2520
WA,19,0.16187776167962298,547000,$16.66,May 2024 through April 2025,4038
WI,19,0.2662335491231436,741000,$7.25,May 2024 through April 2025,3757
WV,19,0.39479018982418396,271000,$8.75,May 2024 through April 2025,3141
WY,19,0.34032540500740555,82000,$7.25,May 2024 through April 2025,2710
AK,20,0.20664843388513168,62000,$11.91,May 2024 through April 2025,2221
AL,20,0.3955483609321326,826000,$7.25,May 2024 through April 2025,2522
AR,20,0.4398921849438712,560000,$11.00,May 2024 through April 2025,2940
AZ,20,0.3086864153067225,967000,$14.70,May 2024 through April 2025,3175
CA,20,0.2470235056166401,3996000,$16.50,May 2024 through April 2025,16509
CO,20,0.21080795787550952,564000,$14.81,May 2024 through April 2025,2526
CT,20,0.2373071833687115,391000,$16.35,May 2024 through April 2025,2227
DC,20,0.11502354718639103,41000,$17.50,May 2024 through April 2025,3908
DE,20,0.31243540672125125,138000,$15.00,May 2024 through April 2025,2044
FL,20,0.3868321441026044,3503000,$13.00,May 2024 through April 2025,6499
GA,20,0.374323050987321,1691000,$7.25,May 2024 through April 2025,3481
HI,20,0.3211604165415071,180000,$14.00,May 2024 through April 2025,2769
IA,20,0.37146108240056375,531000,$7.25,May 2024 through April 2025,2426
ID,20,0.35692177809831427,307000,$7.25,May 2024 through April 2025,3982
IL,20,0.2886335928191876,1640000,$15.00,May 2024 through April 2025,5488
IN,20,0.3559506014885662,1084000,$7.25,May 2024 through April 2025,3383
KS,20,0.3569064902954142,476000,$7.25,May 2024 through April 2025,2819
KY,20,0.41575937274634966,729000,$7.25,May 2024 through April 2025,1977
LA,20,0.4563964563376578,781000,$7.25,May 2024 through April 2025,2837
MA,20,0.1826850028045298,609000,$15.00,May 2024 through April 2025,4110
MD,20,0.22812757207650772,647000,$15.00,May 2024 through April 2025,2462
ME,20,0.2971600321278823,175000,$14.65,May 2024 through April 2025,1481
MI,20,0.33382163844437274,1443000,$12.48,May 2024 through April 2025,4400
MN,20,0.24744201544391126,663000,$11.13,May 2024 through April 2025,3160
MO,20,0.3707849966936545,1021000,$13.75,May 2024 through April 2025,3136
MS,20,0.5176379182327663,585000,$7.25,May 2024 through April 2025,2769
MT,20,0.3084857883671462,144000,$10.55,May 2024 through April 2025,3384
NC,20,0.39664660592431017,1814000,$7.25,May 2024 through April 2025,3547
ND,20,0.2790788674683357,103000,$7.25,May 2024 through April 2025,3415
NE,20,0.3169678627512858,293000,$13.50,May 2024 through April 2025,3079
NH,20,0.2381672762789108,161000,$7.25,May 2024 through April 2025,2866
NJ,20,0.2595877598523466,1067000,$15.49,May 2024 through April 2025,3443
NM,20,0.4163487633943857,353000,$12.00,May 2024 through April 2025,2797
NV,20,0.36833100335761315,510000,$12.00,May 2024 through April 2025,2654
NY,20,0.25908152881129237,2149000,$15.50,May 2024 through April 2025,5645
OH,20,0.3211211694592194,1641000,$10.70,May 2024 through April 2025,5268
OK,20,0.42709830644527175,722000,$7.25,May 2024 through April 2025,2975
OR,20,0.23122057530308807,419000,$14.70,May 2024 through April 2025,3535
PA,20,0.3011032946632186,1688000,$7.25,May 2024 through April 2025,5224
RI,20,0.26763312003213335,132000,$15.00,May 2024 through April 2025,1730
SC,20,0.36396810053850376,803000,$7.25,May 2024 through April 2025,2875
SD,20,0.32422112659588626,141000,$11.50,May 2024 through April 2025,2568
TN,20,0.34198418628952987,1022000,$7.25,May 2024 through April 2025,3312
TX,20,0.38298230859878707,5100000,$7.25,May 2024 through April 2025,12063
UT,20,0.3309087380104722,519000,$7.25,May 2024 through April 2025,3979
VA,20,0.2701354930500275,1047000,$12.41,May 2024 through April 2025,3598
VT,20,0.23124524259316478,68000,$14.01,May 2024 through April 2025,2520
WA,20,0.19189685097253975,648000,$16.66,May 2024 through April 2025,4038
WI,20,0.29561765130123857,823000,$7.25,May 2024 through April 2025,3757
WV,20,0.42761640879753865,294000,$8.75,May 2024 through April 2025,3141
WY,20,0.382958152821342,92000,$7.25,May 2024 through April 2025,2710
AK,21,0.2612641676915864,79000,$11.91,May 2024 through April 2025,2221
AL,21,0.44014363415994123,919000,$7.25,May 2024 through April 2025,2522
AR,21,0.4795839628089241,610000,$11.00,May 2024 through April 2025,2940
AZ,21,0.357907757251588,1122000,$14.70,May 2024 through April 2025,3175
CA,21,0.307912557389813,4981000,$16.50,May 2024 through April 2025,16509
CO,21,0.25488229512169164,682000,$14.81,May 2024 through April 2025,2526
CT,21,0.28904057675545286,476000,$16.35,May 2024 through April 2025,2227
DC,21,0.13286437689582287,48000,$17.50,May 2024 through April 2025,3908
DE,21,0.36762744627492205,162000,$15.00,May 2024 through April 2025,2044
FL,21,0.4278392908910514,3874000,$13.00,May 2024 through April 2025,6499
GA,21,0.4147098790434839,1874000,$7.25,May 2024 through April 2025,3481
HI,21,0.38426925115252164,215000,$14.00,May 2024 through April 2025,2769
IA,21,0.41272137651360913,590000,$7.25,May 2024 through April 2025,2426
ID,21,0.4070901952318434,350000,$7.25,May 2024 through April 2025,3982
IL,21,0.33551629045126163,1906000,$15.00,May 2024 through April 2025,5488
IN,21,0.40638487819802405,1238000,$7.25,May 2024 through April 2025,3383
KS,21,0.40574476731720155,541000,$7.25,May 2024 through April 2025,2819
KY,21,0.46292994259896125,812000,$7.25,May 2024 through April 2025,1977
LA,21,0.4966620631337802,850000,$7.25,May 2024 through April 2025,2837
MA,21,0.22710514034412643,757000,$15.00,May 2024 through April 2025,4110
MD,21,0.26238103681386177,745000,$15.00,May 2024 through April 2025,2462
ME,21,0.35183511568928166,208000,$14.65,May 2024 through April 2025,1481
MI,21,0.3836156343662442,1658000,$12.48,May 2024 through April 2025,4400
MN,21,0.30018334303349586,805000,$11.13,May 2024 through April 2025,3160
MO,21,0.41932993830263565,1155000,$13.75,May 2024 through April 2025,3136
MS,21,0.5649121114838208,639000,$7.25,May 2024 through April 2025,2769
MT,21,0.35941024621559997,168000,$10.55,May 2024 through April 2025,3384
NC,21,0.44558377721043096,2038000,$7.25,May 2024 through April 2025,3547
ND,21,0.3242389340263396,120000,$7.25,May 2024 through April 2025,3415
NE,21,0.3677235475006883,340000,$13.50,May 2024 through April 2025,3079
NH,21,0.2796777930579427,189000,$7.25,May 2024 through April 2025,2866
NJ,21,0.29139792763469835,1197000,$15.49,May 2024 through April 2025,3443
NM,21,0.45887754980199674,389000,$12.00,May 2024 through April 2025,2797
NV,21,0.4275267468316623,591000,$12.00,May 2024 through April 2025,2654
NY,21,0.30801395662431136,2555000,$15.50,May 2024 through April 2025,5645
OH,21,0.36430488490311547,1861000,$10.70,May 2024 through April 2025,5268
OK,21,0.46902691415462644,793000,$7.25,May 2024 through April 2025,2975
OR,21,0.28169258097253436,511000,$14.70,May 2024 through April 2025,3535
PA,21,0.3489235011658652,1956000,$7.25,May 2024 through April 2025,5224
RI,21,0.3305436649510424,163000,$15.00,May 2024 through April 2025,1730
SC,21,0.412891354686917,911000,$7.25,May 2024 through April 2025,2875
SD,21,0.3861078487007341,167000,$11.50,May 2024 through April 2025,2568
TN,21,0.39024692705425595,1166000,$7.25,May 2024 through April 2025,3312
TX,21,0.42672584517691864,5682000,$7.25,May 2024 through April 2025,12063
UT,21,0.3812879010702956,598000,$7.25,May 2024 through April 2025,3979
VA,21,0.30874931377896525,1197000,$12.41,May 2024 through April 2025,3598
VT,21,0.28771751846494276,85000,$14.01,May 2024 through April 2025,2520
WA,21,0.2475787971902878,836000,$16.66,May 2024 through April 2025,4038
WI,21,0.33977088405859057,946000,$7.25,May 2024 through April 2025,3757
WV,21,0.4691696092202077,322000,$8.75,May 2024 through April 2025,3141
WY,21,0.4266018191174525,103000,$7.25,May 2024 through April 2025,2710
AK,22,0.2879193204993039,87000,$11.91,May 2024 through April 2025,2221
AL,22,0.4776445077322102,998000,$7.25,May 2024 through April 2025,2522
AR,22,0.5146134373150694,655000,$11.00,May 2024 through April 2025,2940
AZ,22,0.38423562328739386,1204000,$14.70,May 2024 through April 2025,3175
CA,22,0.3334349089670118,5394000,$16.50,May 2024 through April 2025,16509
CO,22,0.275101030827036,736000,$14.81,May 2024 through April 2025,2526
CT,22,0.3136606279374802,516000,$16.35,May 2024 through April 2025,2227
DC,22,0.14499089119663275,52000,$17.50,May 2024 through April 2025,3908
DE,22,0.39192101719655337,173000,$15.00,May 2024 through April 2025,2044
FL,22,0.4561716692706652,4131000,$13.00,May 2024 through April 2025,6499
GA,22,0.4406485913852,1991000,$7.25,May 2024 through April 2025,3481
HI,22,0.41725315009805153,234000,$14.00,May 2024 through April 2025,2769
IA,22,0.44472916239393806,636000,$7.25,May 2024 through April 2025,2426
ID,22,0.44069289742186984,379000,$7.25,May 2024 through April 2025,3982
IL,22,0.3630892221699134,2062000,$15.00,May 2024 through April 2025,5488
IN,22,0.43698470361286273,1331000,$7.25,May 2024 through April 2025,3383
KS,22,0.4445530303776331,592000,$7.25,May 2024 through April 2025,2819
KY,22,0.5041866598657155,885000,$7.25,May 2024 through April 2025,1977
LA,22,0.5216321818814228,892000,$7.25,May 2024 through April 2025,2837
MA,22,0.24994091414366984,833000,$15.00,May 2024 through April 2025,4110
MD,22,0.28430166387143657,807000,$15.00,May 2024 through April 2025,2462
ME,22,0.3933424988375164,232000,$14.65,May 2024 through April 2025,1481
MI,22,0.4101538145607217,1773000,$12.48,May 2024 through April 2025,4400
MN,22,0.3286365988179984,881000,$11.13,May 2024 through April 2025,3160
MO,22,0.4489345596308303,1236000,$13.75,May 2024 through April 2025,3136
MS,22,0.6017699565189198,680000,$7.25,May 2024 through April 2025,2769
MT,22,0.39454718676319894,185000,$10.55,May 2024 through April 2025,3384
NC,22,0.4777840145512742,2186000,$7.25,May 2024 through April 2025,3547
ND,22,0.35534745887292885,131000,$7.25,May 2024 through April 2025,3415
NE,22,0.39945754117749177,369000,$13.50,May 2024 through April 2025,3079
NH,22,0.30677212216999156,207000,$7.25,May 2024 through April 2025,2866
NJ,22,0.3183663583175412,1308000,$15.49,May 2024 through April 2025,3443
NM,22,0.48531027645554814,411000,$12.00,May 2024 through April 2025,2797
NV,22,0.45346588180790837,627000,$12.00,May 2024 through April 2025,2654
NY,22,0.3362749212141555,2790000,$15.50,May 2024 through April 2025,5645
OH,22,0.39757884925149983,2031000,$10.70,May 2024 through April 2025,5268
OK,22,0.5017101315823536,848000,$7.25,May 2024 through April 2025,2975
OR,22,0.3160230527049904,573000,$14.70,May 2024 through April 2025,3535
PA,22,0.3732303684221249,2093000,$7.25,May 2024 through April 2025,5224
RI,22,0.3589166096838156,177000,$15.00,May 2024 through April 2025,1730
SC,22,0.44842771813241605,989000,$7.25,May 2024 through April 2025,2875
SD,22,0.4253898613014569,184000,$11.50,May 2024 through April 2025,2568
TN,22,0.41658626319097236,1245000,$7.25,May 2024 through April 2025,3312
TX,22,0.45204224493385275,6020000,$7.25,May 2024 through April 2025,12063
UT,22,0.4075528993322391,639000,$7.25,May 2024 through April 2025,3979
VA,22,0.33396023544854336,1294000,$12.41,May 2024 through April 2025,3598
VT,22,0.3293332822653215,97000,$14.01,May 2024 through April 2025,2520
WA,22,0.2740484742174123,926000,$16.66,May 2024 through April 2025,4038
WI,22,0.37377047837026034,1041000,$7.25,May 2024 through April 2025,3757
WV,22,0.5016737922532104,345000,$8.75,May 2024 through April 2025,3141
WY,22,0.4599814532765366,111000,$7.25,May 2024 through April 2025,2710
AK,23,0.3181004114864354,96000,$11.91,May 2024 through April 2025,2221
AL,23,0.5043434897068895,1054000,$7.25,May 2024 through April 2025,2522
AR,23,0.5425378112433921,690000,$11.00,May 2024 through April 2025,2940
AZ,23,0.41511446527276885,1301000,$14.70,May 2024 through April 2025,3175
CA,23,0.36154841042514935,5849000,$16.50,May 2024 through April 2025,16509
CO,23,0.3085893856116823,826000,$14.81,May 2024 through April 2025,2526
CT,23,0.3366312711796929,554000,$16.35,May 2024 through April 2025,2227
DC,23,0.15768759264063884,57000,$17.50,May 2024 through April 2025,3908
DE,23,0.42366440678625067,187000,$15.00,May 2024 through April 2025,2044
FL,23,0.4809506588927683,4355000,$13.00,May 2024 through April 2025,6499
GA,23,0.4675757483910276,2113000,$7.25,May 2024 through April 2025,3481
HI,23,0.44834434616123814,251000,$14.00,May 2024 through April 2025,2769
IA,23,0.4798142566743032,686000,$7.25,May 2024 through April 2025,2426
ID,23,0.46911843457127955,403000,$7.25,May 2024 through April 2025,3982
IL,23,0.3902957084826275,2217000,$15.00,May 2024 through April 2025,5488
IN,23,0.4710049596987376,1435000,$7.25,May 2024 through April 2025,3383
KS,23,0.4721786133484151,629000,$7.25,May 2024 through April 2025,2819
KY,23,0.5350474675101055,939000,$7.25,May 2024 through April 2025,1977
LA,23,0.5458741333902103,934000,$7.25,May 2024 through April 2025,2837
MA,23,0.269591429140853,899000,$15.00,May 2024 through April 2025,4110
MD,23,0.3027739780645071,859000,$15.00,May 2024 through April 2025,2462
ME,23,0.4307304246916248,254000,$14.65,May 2024 through April 2025,1481
MI,23,0.4428501283794511,1914000,$12.48,May 2024 through April 2025,4400
MN,23,0.3586069913188958,961000,$11.13,May 2024 through April 2025,3160
MO,23,0.48050483358649015,1323000,$13.75,May 2024 through April 2025,3136
MS,23,0.6274818982076508,709000,$7.25,May 2024 through April 2025,2769
MT,23,0.4335798492792172,203000,$10.55,May 2024 through April 2025,3384
NC,23,0.5097737763655957,2332000,$7.25,May 2024 through April 2025,3547
ND,23,0.3865573210476322,143000,$7.25,May 2024 through April 2025,3415
NE,23,0.43657812215499825,404000,$13.50,May 2024 through April 2025,3079
NH,23,0.33947856293314516,230000,$7.25,May 2024 through April 2025,2866
NJ,23,0.33985523243714655,1396000,$15.49,May 2024 through April 2025,3443
NM,23,0.5118681789563659,434000,$12.00,May 2024 through April 2025,2797
NV,23,0.47929766492442893,663000,$12.00,May 2024 through April 2025,2654
NY,23,0.36217465632905804,3005000,$15.50,May 2024 through April 2025,5645
OH,23,0.42444954028895315,2169000,$10.70,May 2024 through April 2025,5268
OK,23,0.5310286422309023,898000,$7.25,May 2024 through April 2025,2975
OR,23,0.3569946745464542,648000,$14.70,May 2024 through April 2025,3535
PA,23,0.40150586175107006,2251000,$7.25,May 2024 through April 2025,5224
RI,23,0.3839832160879678,190000,$15.00,May 2024 through April 2025,1730
SC,23,0.48484437176914913,1069000,$7.25,May 2024 through April 2025,2875
SD,23,0.4651568092864681,202000,$11.50,May 2024 through April 2025,2568
TN,23,0.4584557376115407,1370000,$7.25,May 2024 through April 2025,3312
TX,23,0.4763018025128186,6343000,$7.25,May 2024 through April 2025,12063
UT,23,0.43815706205024363,687000,$7.25,May 2024 through April 2025,3979
VA,23,0.3535113314730403,1370000,$12.41,May 2024 through April 2025,3598
VT,23,0.3683611319442171,108000,$14.01,May 2024 through April 2025,2520
WA,23,0.3012727615093776,1018000,$16.66,May 2024 through April 2025,4038
WI,23,0.4083098937300644,1137000,$7.25,May 2024 through April 2025,3757
WV,23,0.5300426919604254,364000,$8.75,May 2024 through April 2025,3141
WY,23,0.4870733599262369,118000,$7.25,May 2024 through April 2025,2710
AK,24,0.3463080716459614,104000,$11.91,May 2024 through April 2025,2221
AL,24,0.524773361575773,1096000,$7.25,May 2024 through April 2025,2522
AR,24,0.5661082108471689,720000,$11.00,May 2024 through April 2025,2940
AZ,24,0.44414709964722343,1392000,$14.70,May 2024 through April 2025,3175
CA,24,0.38706791789437583,6262000,$16.50,May 2024 through April 2025,16509
CO,24,0.3346960251338128,896000,$14.81,May 2024 through April 2025,2526
CT,24,0.35619066289329715,586000,$16.35,May 2024 through April 2025,2227
DC,24,0.1650053624316808,59000,$17.50,May 2024 through April 2025,3908
DE,24,0.45176610515973664,199000,$15.00,May 2024 through April 2025,2044
FL,24,0.5043891984458608,4568000,$13.00,May 2024 through April 2025,6499
GA,24,0.4890275039867929,2210000,$7.25,May 2024 through April 2025,3481
HI,24,0.4804808159640757,269000,$14.00,May 2024 through April 2025,2769
IA,24,0.511068000306152,731000,$7.25,May 2024 through April 2025,2426
ID,24,0.5078038150510852,436000,$7.25,May 2024 through April 2025,3982
IL,24,0.412742313845053,2345000,$15.00,May 2024 through April 2025,5488
IN,24,0.5037300680694683,1535000,$7.25,May 2024 through April 2025,3383
KS,24,0.50218916865894625,669000,$7.25,May 2024 through April 2025,2819
KY,24,0.5593146292827285,981000,$7.25,May 2024 through April 2025,1977
LA,24,0.5710618915478477,977000,$7.25,May 2024 through April 2025,2837
MA,24,0.28988536927843045,967000,$15.00,May 2024 through April 2025,4110
MD,24,0.31711024127587223,900000,$15.00,May 2024 through April 2025,2462
ME,24,0.4658180730481908,275000,$14.65,May 2024 through April 2025,1481
MI,24,0.46484748172325246,2010000,$12.48,May 2024 through April 2025,4400
MN,24,0.3914258382251822,1049000,$11.13,May 2024 through April 2025,3160
MO,24,0.5064378716081901,1395000,$13.75,May 2024 through April 2025,3136
MS,24,0.6492443531712547,734000,$7.25,May 2024 through April 2025,2769
MT,24,0.4632040766744723,217000,$10.55,May 2024 through April 2025,3384
NC,24,0.5320530119233864,2434000,$7.25,May 2024 through April 2025,3547
ND,24,0.42517723044414796,157000,$7.25,May 2024 through April 2025,3415
NE,24,0.47205533468454225,436000,$13.50,May 2024 through April 2025,3079
NH,24,0.36738877909583945,248000,$7.25,May 2024 through April 2025,2866
NJ,24,0.36019503513078777,1480000,$15.49,May 2024 through April 2025,3443
NM,24,0.5400126037304888,458000,$12.00,May 2024 through April 2025,2797
NV,24,0.5113557613804847,707000,$12.00,May 2024 through April 2025,2654
NY,24,0.38367586412326593,3183000,$15.50,May 2024 through April 2025,5645
OH,24,0.4493319904859155,2296000,$10.70,May 2024 through April 2025,5268
OK,24,0.5526312851612596,934000,$7.25,May 2024 through April 2025,2975
OR,24,0.3933087473927863,714000,$14.70,May 2024 through April 2025,3535
PA,24,0.4229933824417121,2372000,$7.25,May 2024 through April 2025,5224
RI,24,0.4038362124645753,200000,$15.00,May 2024 through April 2025,1730
SC,24,0.5150655029726873,1136000,$7.25,May 2024 through April 2025,2875
SD,24,0.5025279158468176,218000,$11.50,May 2024 through April 2025,2568
TN,24,0.48410143084430074,1447000,$7.25,May 2024 through April 2025,3312
TX,24,0.5028712724089616,6696000,$7.25,May 2024 through April 2025,12063
UT,24,0.46793704489050264,734000,$7.25,May 2024 through April 2025,3979
VA,24,0.36843018234227387,1428000,$12.41,May 2024 through April 2025,3598
VT,24,0.3974361861769876,117000,$14.01,May 2024 through April 2025,2520
WA,24,0.3225926388952982,1090000,$16.66,May 2024 through April 2025,4038
WI,24,0.4399143697192749,1225000,$7.25,May 2024 through April 2025,3757
WV,24,0.5555525507672415,382000,$8.75,May 2024 through April 2025,3141
WY,24,0.5166148448841351,125000,$7.25,May 2024 through April 2025,2710
AK,25,0.37498833742870946,113000,$11.91,May 2024 through April 2025,2221
AL,25,0.5539417928753533,1157000,$7.25,May 2024 through April 2025,2522
AR,25,0.5992906582058367,762000,$11.00,May 2024 through April 2025,2940
AZ,25,0.46787443074814844,1466000,$14.70,May 2024 through April 2025,3175
CA,25,0.4093187877210672,6622000,$16.50,May 2024 through April 2025,16509
CO,25,0.3580867802353476,959000,$14.81,May 2024 through April 2025,2526
CT,25,0.37921997115084477,624000,$16.35,May 2024 through April 2025,2227
DC,25,0.1825209593056476,65000,$17.50,May 2024 through April 2025,3908
DE,25,0.4725060740097947,208000,$15.00,May 2024 through April 2025,2044
FL,25,0.5321184395673226,4819000,$13.00,May 2024 through April 2025,6499
GA,25,0.5185586041124426,2343000,$7.25,May 2024 through April 2025,3481
HI,25,0.5190810698595313,291000,$14.00,May 2024 through April 2025,2769
IA,25,0.5380458912067696,770000,$7.25,May 2024 through April 2025,2426
ID,25,0.5366319786504374,461000,$7.25,May 2024 through April 2025,3982
IL,25,0.43816534894847436,2489000,$15.00,May 2024 through April 2025,5488
IN,25,0.5345711440330441,1629000,$7.25,May 2024 through April 2025,3383
KS,25,0.5269726793010665,702000,$7.25,May 2024 through April 2025,2819
KY,25,0.5873305806535052,1031000,$7.25,May 2024 through April 2025,1977
LA,25,0.5956000604623539,1019000,$7.25,May 2024 through April 2025,2837
MA,25,0.3130740557447406,1044000,$15.00,May 2024 through April 2025,4110
MD,25,0.33566296928547157,953000,$15.00,May 2024 through April 2025,2462
ME,25,0.494346599132843,292000,$14.65,May 2024 through April 2025,1481
MI,25,0.4904092745942808,2120000,$12.48,May 2024 through April 2025,4400
MN,25,0.4168313189831014,1117000,$11.13,May 2024 through April 2025,3160
MO,25,0.5341510786590711,1471000,$13.75,May 2024 through April 2025,3136
MS,25,0.6765521775258382,765000,$7.25,May 2024 through April 2025,2769
MT,25,0.49046365153179716,230000,$10.55,May 2024 through April 2025,3384
